,0
305,"('him in', 4)"
306,"('of addie', 4)"
307,"('product introduction', 4)"
308,"('so far', 4)"
309,"('book the', 4)"
310,"('but its', 4)"
311,"('my copy', 4)"
312,"('has a', 4)"
313,"('front of', 4)"
314,"('know what', 4)"
315,"('it will', 4)"
316,"('will be', 4)"
317,"('were the', 4)"
318,"('books i', 4)"
319,"('addie larue', 4)"
320,"('i had', 4)"
321,"('have read', 4)"
322,"('read that', 4)"
323,"('no i', 4)"
324,"('to say', 4)"
325,"('good book', 4)"
326,"('every time', 4)"
327,"('achilles rn', 4)"
328,"('it on', 4)"
329,"('was a', 4)"
330,"('a bit', 4)"
331,"('read a', 4)"
332,"('the iliad', 4)"
333,"('circe is', 4)"
334,"('worth the', 4)"
335,"('the hype', 4)"
336,"('i could', 4)"
337,"('just started', 4)"
338,"('it and', 4)"
339,"('the greatest', 4)"
340,"('with us', 4)"
341,"('achilles has', 4)"
342,"('up the', 4)"
343,"('love the', 4)"
344,"('of sparta', 4)"
345,"('me if', 4)"
346,"('after i', 4)"
347,"('the one', 4)"
348,"('achilles bc', 4)"
349,"('is how', 4)"
350,"('focus on', 4)"
351,"('make a', 4)"
352,"('so bad', 4)"
353,"('talk to', 4)"
354,"('to do', 4)"
355,"('to continue', 4)"
356,"('ive read', 4)"
357,"('for fans', 4)"
358,"('for this', 4)"
359,"('here i', 4)"
360,"('my list', 4)"
361,"('so beautifully', 4)"
362,"('of us', 4)"
363,"('us is', 4)"
364,"('had to', 4)"
365,"('and my', 4)"
366,"('is on', 4)"
367,"('after finishing', 4)"
368,"('in love', 4)"
369,"('i can', 4)"
370,"('talk about', 4)"
371,"('be the', 4)"
372,"('and all', 4)"
373,"('thank you', 4)"
374,"('so fucking', 4)"
375,"('i hope', 4)"
376,"('that the', 4)"
377,"('idk what', 4)"
378,"('now reading', 4)"
379,"('idk if', 4)"
380,"('what the', 4)"
381,"('have no', 4)"
382,"('are you', 4)"
383,"('need a', 4)"
384,"('know i', 4)"
385,"('i start', 4)"
386,"('as i', 4)"
387,"('dante discover', 4)"
388,"('discover the', 4)"
389,"('the secrets', 4)"
390,"('secrets of', 4)"
391,"('still not', 4)"
392,"('over the', 4)"
393,"('for that', 4)"
394,"('little life', 4)"
395,"('for me', 4)"
396,"('i never', 4)"
397,"('achilles book', 4)"
398,"('you and', 4)"
399,"('with song', 4)"
400,"('ready to', 4)"
401,"('at a', 4)"
402,"('is reading', 4)"
403,"('achilles just', 4)"
404,"('its so', 4)"
405,"('way i', 4)"
406,"('just to', 4)"
407,"('got the', 4)"
408,"('of on', 4)"
409,"('what to', 4)"
410,"('how to', 4)"
411,"('achilles yet', 4)"
412,"('and one', 4)"
413,"('the third', 4)"
414,"('of this', 4)"
415,"('like it', 4)"
416,"('royal blue', 3)"
417,"('today i', 3)"
418,"('will read', 3)"
419,"('achilles with', 3)"
420,"('his breaths', 3)"
421,"('breaths came', 3)"
422,"('achilles because', 3)"
423,"('i forgot', 3)"
424,"('and actually', 3)"
425,"('the greek', 3)"
426,"('that my', 3)"
427,"('to know', 3)"
428,"('the world', 3)"
429,"('achilles said', 3)"
430,"('my soul', 3)"
431,"('the books', 3)"
432,"('wanted to', 3)"
433,"('like i', 3)"
434,"('decided to', 3)"
435,"('achilles yesterday', 3)"
436,"('a beautiful', 3)"
437,"('me in', 3)"
438,"('achilles if', 3)"
439,"('i saw', 3)"
440,"('has been', 3)"
441,"('over a', 3)"
442,"('a month', 3)"
443,"('time i', 3)"
444,"('i still', 3)"
445,"('omg i', 3)"
446,"('abt it', 3)"
447,"('on chapter', 3)"
448,"('chapter of', 3)"
449,"('achilles to', 3)"
450,"('it also', 3)"
451,"('waiting for', 3)"
452,"('recover from', 3)"
453,"('achilles now', 3)"
454,"('will finish', 3)"
455,"('never read', 3)"
456,"('book that', 3)"
457,"('me want', 3)"
458,"('but also', 3)"
459,"('is what', 3)"
460,"('you might', 3)"
461,"('a baby', 3)"
462,"('u want', 3)"
463,"('want more', 3)"
464,"('and its', 3)"
465,"('let me', 3)"
466,"('im so', 3)"
467,"('me reading', 3)"
468,"('and still', 3)"
469,"('havent read', 3)"
470,"('would not', 3)"
471,"('these are', 3)"
472,"('feel the', 3)"
473,"('for your', 3)"
474,"('have not', 3)"
475,"('of an', 3)"
476,"('anyone read', 3)"
477,"('much to', 3)"
478,"('myself for', 3)"
479,"('achilles on', 3)"
480,"('and have', 3)"
481,"('author and', 3)"
482,"('is also', 3)"
483,"('me crying', 3)"
484,"('to this', 3)"
485,"('wait to', 3)"
486,"('to lovers', 3)"
487,"('end and', 3)"
488,"('on this', 3)"
489,"('daughters of', 3)"
490,"('sparta by', 3)"
491,"('has me', 3)"
492,"('i finish', 3)"
493,"('of his', 3)"
494,"('that is', 3)"
495,"('the wrong', 3)"
496,"('achilles made', 3)"
497,"('how you', 3)"
498,"('you lose', 3)"
499,"('lose the', 3)"
500,"('have i', 3)"
501,"('royals and', 3)"
502,"('im not', 3)"
503,"('a bad', 3)"
504,"('was reading', 3)"
505,"('that shit', 3)"
506,"('catch me', 3)"
507,"('for over', 3)"
508,"('be my', 3)"
509,"('book of', 3)"
510,"('who read', 3)"
511,"('what you', 3)"
512,"('gay relationship', 3)"
513,"('circe by', 3)"
514,"('achilles im', 3)"
515,"('wish me', 3)"
516,"('me why', 3)"
517,"('books that', 3)"
518,"('read all', 3)"
519,"('what if', 3)"
520,"('did not', 3)"
521,"('what a', 3)"
522,"('fans of', 3)"
523,"('before the', 3)"
524,"('with my', 3)"
525,"('die in', 3)"
526,"('cry for', 3)"
527,"('me feel', 3)"
528,"('u read', 3)"
529,"('say that', 3)"
530,"('of how', 3)"
531,"('achilles quotes', 3)"
532,"('achilles it', 3)"
533,"('the little', 3)"
534,"('mentally ill', 3)"
535,"('anyone here', 3)"
536,"('wrote the', 3)"
537,"('list for', 3)"
538,"('an hour', 3)"
539,"('and dante', 3)"
540,"('one last', 3)"
541,"('like this', 3)"
542,"('to talk', 3)"
543,"('achilles my', 3)"
544,"('achilles while', 3)"
545,"('making me', 3)"
546,"('to reread', 3)"
547,"('you for', 3)"
548,"('now i', 3)"
549,"('the original', 3)"
550,"('aristotle and', 3)"
551,"('a way', 3)"
552,"('highly recommend', 3)"
553,"('for it', 3)"
554,"('while reading', 3)"
555,"('finally reading', 3)"
556,"('okay i', 3)"
557,"('holy shit', 3)"
558,"('ivykungu the', 3)"
559,"('love with', 3)"
560,"('get my', 3)"
561,"('tempted to', 3)"
562,"('rereading the', 3)"
563,"('really want', 3)"
564,"('to kill', 3)"
565,"('bc of', 3)"
566,"('she who', 3)"
567,"('u like', 3)"
568,"('first time', 3)"
569,"('the best', 3)"
570,"('me this', 3)"
571,"('all i', 3)"
572,"('a copy', 3)"
573,"('a hundred', 3)"
574,"('and she', 3)"
575,"('already know', 3)"
576,"('as achilles', 3)"
577,"('just know', 3)"
578,"('is one', 3)"
579,"('obsessed with', 3)"
580,"('side of', 3)"
581,"('anyone who', 3)"
582,"('who says', 3)"
583,"('not read', 3)"
584,"('was i', 3)"
585,"('down the', 3)"
586,"('more than', 3)"
587,"('when you', 3)"
588,"('achilles been', 3)"
589,"('barnes and', 3)"
590,"('as much', 3)"
591,"('much as', 3)"
592,"('i do', 3)"
593,"('he was', 3)"
594,"('if its', 3)"
595,"('achilles this', 3)"
596,"('i go', 3)"
597,"('too many', 3)"
598,"('it here', 3)"
599,"('start song', 3)"
600,"('but still', 3)"
601,"('rlly good', 3)"
602,"('silence of', 3)"
603,"('the girls', 3)"
604,"('the fact', 3)"
605,"('the poppy', 3)"
606,"('kind of', 3)"
607,"('that song', 3)"
608,"('love to', 3)"
609,"('the hating', 3)"
610,"('the middle', 3)"
611,"('me feeling', 3)"
612,"('for like', 3)"
613,"('my irl', 3)"
614,"('the pov', 3)"
615,"('know the', 3)"
616,"('have been', 3)"
617,"('a reading', 3)"
618,"('where the', 3)"
619,"('the crawdads', 3)"
620,"('in front', 3)"
621,"('achilles read', 3)"
622,"('it in', 3)"
623,"('in two', 3)"
624,"('my reading', 3)"
625,"('the trojan', 3)"
626,"('trojan war', 3)"
627,"('and just', 3)"
628,"('us by', 3)"
629,"('the raven', 3)"
630,"('book are', 3)"
631,"('the girl', 3)"
632,"('in song', 3)"
633,"('it hurts', 3)"
634,"('both of', 3)"
635,"('that in', 3)"
636,"('from that', 3)"
637,"('these violent', 3)"
638,"('time and', 3)"
639,"('to sleep', 3)"
640,"('and finished', 3)"
641,"('third time', 3)"
642,"('time is', 3)"
643,"('not a', 3)"
644,"('a healthy', 3)"
645,"('healthy coping', 3)"
646,"('i cried', 3)"
647,"('why did', 3)"
648,"('did i', 3)"
649,"('is song', 3)"
650,"('about song', 3)"
651,"('of me', 3)"
652,"('this but', 3)"
653,"('a tweet', 3)"
654,"('i might', 3)"
655,"('in greek', 3)"
656,"('by adam', 2)"
657,"('lighthaos the', 2)"
658,"('librarylinm the', 2)"
659,"('cant stop', 2)"
660,"('was about', 2)"
661,"('you doing', 2)"
662,"('i should', 2)"
663,"('part i', 2)"
664,"('but they', 2)"
665,"('the myths', 2)"
666,"('ancient greek', 2)"
667,"('i thought', 2)"
668,"('thought i', 2)"
669,"('was going', 2)"
670,"('achilles tomorrow', 2)"
671,"('for years', 2)"
672,"('finally got', 2)"
673,"('got song', 2)"
674,"('it has', 2)"
675,"('that it', 2)"
676,"('the other', 2)"
677,"('he will', 2)"
678,"('am made', 2)"
679,"('made of', 2)"
680,"('even in', 2)"
681,"('supposed to', 2)"
682,"('to move', 2)"
683,"('i miss', 2)"
684,"('only read', 2)"
685,"('the rest', 2)"
686,"('so this', 2)"
687,"('take on', 2)"
688,"('instead of', 2)"
689,"('i found', 2)"
690,"('achilles which', 2)"
691,"('which is', 2)"
692,"('it would', 2)"
693,"('that for', 2)"
694,"('by alice', 2)"
695,"('love story', 2)"
696,"('me about', 2)"
697,"('then read', 2)"
698,"('was literally', 2)"
699,"('month since', 2)"
700,"('so boring', 2)"
701,"('says that', 2)"
702,"('that this', 2)"
703,"('book on', 2)"
704,"('on tiktok', 2)"
705,"('it a', 2)"
706,"('my shelf', 2)"
707,"('cry at', 2)"
708,"('another book', 2)"
709,"('book in', 2)"
710,"('for you', 2)"
711,"('same author', 2)"
712,"('that has', 2)"
713,"('has made', 2)"
714,"('so hard', 2)"
715,"('get a', 2)"
716,"('tattooed on', 2)"
717,"('so so', 2)"
718,"('a thread', 2)"
719,"('thread but', 2)"
720,"('on reading', 2)"
721,"('kill myself', 2)"
722,"('point of', 2)"
723,"('the odyssey', 2)"
724,"('they were', 2)"
725,"('cry like', 2)"
726,"('lmk if', 2)"
727,"('never let', 2)"
728,"('my policeman', 2)"
729,"('now but', 2)"
730,"('achilles movie', 2)"
731,"('owns my', 2)"
732,"('im reading', 2)"
733,"('and wow', 2)"
734,"('i liked', 2)"
735,"('but this', 2)"
736,"('this was', 2)"
737,"('years now', 2)"
738,"('it before', 2)"
739,"('me like', 2)"
740,"('achilles text', 2)"
741,"('im currently', 2)"
742,"('like to', 2)"
743,"('are the', 2)"
744,"('the whole', 2)"
745,"('book ever', 2)"
746,"('if this', 2)"
747,"('book was', 2)"
748,"('but have', 2)"
749,"('has anyone', 2)"
750,"('both the', 2)"
751,"('and would', 2)"
752,"('to prepare', 2)"
753,"('prepare myself', 2)"
754,"('ive seen', 2)"
755,"('from my', 2)"
756,"('favorite author', 2)"
757,"('and are', 2)"
758,"('back into', 2)"
759,"('really good', 2)"
760,"('good and', 2)"
761,"('and is', 2)"
762,"('around the', 2)"
763,"('this song', 2)"
764,"('staring at', 2)"
765,"('am literally', 2)"
766,"('to ask', 2)"
767,"('rn and', 2)"
768,"('is good', 2)"
769,"('friends to', 2)"
770,"('enemies to', 2)"
771,"('is really', 2)"
772,"('is quite', 2)"
773,"('attempt to', 2)"
774,"('to our', 2)"
775,"('is no', 2)"
776,"('but at', 2)"
777,"('at least', 2)"
778,"('which has', 2)"
779,"('only one', 2)"
780,"('pick up', 2)"
781,"('bright places', 2)"
782,"('on netflix', 2)"
783,"('absolutely wrecked', 2)"
784,"('knew of', 2)"
785,"('but in', 2)"
786,"('patroclus was', 2)"
787,"('to die', 2)"
788,"('is exactly', 2)"
789,"('i reread', 2)"
790,"('how the', 2)"
791,"('like greek', 2)"
792,"('the new', 2)"
793,"('mythology of', 2)"
794,"('the greeks', 2)"
795,"('good that', 2)"
796,"('shadow and', 2)"
797,"('so in', 2)"
798,"('not only', 2)"
799,"('only have', 2)"
800,"('not saying', 2)"
801,"('favorite book', 2)"
802,"('very well', 2)"
803,"('a gay', 2)"
804,"('poets society', 2)"
805,"('im liking', 2)"
806,"('you are', 2)"
807,"('is like', 2)"
808,"('lord of', 2)"
809,"('i spend', 2)"
810,"('on here', 2)"
811,"('the vanishing', 2)"
812,"('evelyn hugo', 2)"
813,"('too too', 2)"
814,"('on booktok', 2)"
815,"('achilles no', 2)"
816,"('one talk', 2)"
817,"('achilles as', 2)"
818,"('a reason', 2)"
819,"('reason to', 2)"
820,"('why am', 2)"
821,"('this to', 2)"
822,"('scared to', 2)"
823,"('continue reading', 2)"
824,"('be moots', 2)"
825,"('know that', 2)"
826,"('the amount', 2)"
827,"('amount of', 2)"
828,"('books and', 2)"
829,"('literally so', 2)"
830,"('my book', 2)"
831,"('is perfect', 2)"
832,"('perfect for', 2)"
833,"('tells the', 2)"
834,"('helen of', 2)"
835,"('of troy', 2)"
836,"('pride and', 2)"
837,"('finally started', 2)"
838,"('one i', 2)"
839,"('loved song', 2)"
840,"('did u', 2)"
841,"('now im', 2)"
842,"('and be', 2)"
843,"('thought it', 2)"
844,"('a nice', 2)"
845,"('book to', 2)"
846,"('try to', 2)"
847,"('finally finished', 2)"
848,"('i get', 2)"
849,"('the inheritance', 2)"
850,"('as well', 2)"
851,"('ordered the', 2)"
852,"('is in', 2)"
853,"('took me', 2)"
854,"('so sad', 2)"
855,"('just watch', 2)"
856,"('watch it', 2)"
857,"('heart apart', 2)"
858,"('miller has', 2)"
859,"('makes me', 2)"
860,"('have u', 2)"
861,"('too scared', 2)"
862,"('know her', 2)"
863,"('keep my', 2)"
864,"('achilles omg', 2)"
865,"('of homosexuality', 2)"
866,"('yet to', 2)"
867,"('well you', 2)"
868,"('also wrote', 2)"
869,"('you all', 2)"
870,"('yesterday and', 2)"
871,"('heart to', 2)"
872,"('be reading', 2)"
873,"('book down', 2)"
874,"('i listen', 2)"
875,"('me of', 2)"
876,"('hate it', 2)"
877,"('along with', 2)"
878,"('gay content', 2)"
879,"('need the', 2)"
880,"('the month', 2)"
881,"('written in', 2)"
882,"('the stars', 2)"
883,"('we have', 2)"
884,"('the pain', 2)"
885,"('pain of', 2)"
886,"('of that', 2)"
887,"('are all', 2)"
888,"('it made', 2)"
889,"('the person', 2)"
890,"('it every', 2)"
891,"('it still', 2)"
892,"('while listening', 2)"
893,"('to sufjan', 2)"
894,"('is achilles', 2)"
895,"('are people', 2)"
896,"('likes to', 2)"
897,"('actually a', 2)"
898,"('trying to', 2)"
899,"('the actual', 2)"
900,"('think im', 2)"
901,"('me and', 2)"
902,"('me on', 2)"
903,"('a new', 2)"
904,"('list of', 2)"
905,"('can see', 2)"
906,"('the tl', 2)"
907,"('remind me', 2)"
908,"('to write', 2)"
909,"('listened to', 2)"
910,"('rn im', 2)"
911,"('of god', 2)"
912,"('god if', 2)"
913,"('of patroclus', 2)"
914,"('been like', 2)"
915,"('crying about', 2)"
916,"('loved this', 2)"
917,"('want the', 2)"
918,"('achilles like', 2)"
919,"('romance the', 2)"
920,"('ready player', 2)"
921,"('player one', 2)"
922,"('are some', 2)"
923,"('fucking god', 2)"
924,"('this just', 2)"
925,"('heart broken', 2)"
926,"('good im', 2)"
927,"('just read', 2)"
928,"('and am', 2)"
929,"('am now', 2)"
930,"('entirety of', 2)"
931,"('this a', 2)"
932,"('achilles again', 2)"
933,"('is about', 2)"
934,"('about but', 2)"
935,"('you achilles', 2)"
936,"('friend bought', 2)"
937,"('achilles also', 2)"
938,"('my current', 2)"
939,"('to heaven', 2)"
940,"('meet on', 2)"
941,"('friends and', 2)"
942,"('hate the', 2)"
943,"('i started', 2)"
944,"('and omg', 2)"
945,"('and every', 2)"
946,"('into my', 2)"
947,"('history is', 2)"
948,"('is all', 2)"
949,"('all you', 2)"
950,"('you left', 2)"
951,"('radio silence', 2)"
952,"('miller and', 2)"
953,"('i ever', 2)"
954,"('prepared to', 2)"
955,"('that you', 2)"
956,"('them but', 2)"
957,"('it to', 2)"
958,"('books so', 2)"
959,"('is that', 2)"
960,"('that really', 2)"
961,"('it together', 2)"
962,"('you with', 2)"
963,"('the illiad', 2)"
964,"('read and', 2)"
965,"('and you', 2)"
966,"('like pages', 2)"
967,"('end up', 2)"
968,"('patroclus when', 2)"
969,"('now that', 2)"
970,"('start she', 2)"
971,"('who became', 2)"
972,"('became the', 2)"
973,"('my next', 2)"
974,"('read something', 2)"
975,"('meets song', 2)"
976,"('a break', 2)"
977,"('the silent', 2)"
978,"('like two', 2)"
979,"('two weeks', 2)"
980,"('im still', 2)"
981,"('men have', 2)"
982,"('have told', 2)"
983,"('told the', 2)"
984,"('the legend', 2)"
985,"('legend of', 2)"
986,"('the woman', 2)"
987,"('woman whose', 2)"
988,"('whose face', 2)"
989,"('face launched', 2)"
990,"('launched a', 2)"
991,"('to hear', 2)"
992,"('hear her', 2)"
993,"('her side', 2)"
994,"('to go', 2)"
995,"('this will', 2)"
996,"('the only', 2)"
997,"('last night', 2)"
998,"('books are', 2)"
999,"('put down', 2)"
1000,"('by madeleine', 2)"
1001,"('the past', 2)"
1002,"('and nobles', 2)"
1003,"('the background', 2)"
1004,"('greatest work', 2)"
1005,"('work of', 2)"
1006,"('of nonfiction', 2)"
1007,"('nonfiction in', 2)"
1008,"('in human', 2)"
1009,"('patroclus in', 2)"
1010,"('i mean', 2)"
1011,"('had a', 2)"
1012,"('taken a', 2)"
1013,"('having a', 2)"
1014,"('to anyone', 2)"
1015,"('read if', 2)"
1016,"('when talking', 2)"
1017,"('achilles are', 2)"
1018,"('also have', 2)"
1019,"('this morning', 2)"
1020,"('already pages', 2)"
1021,"('not over', 2)"
1022,"('in high', 2)"
1023,"('while i', 2)"
1024,"('recommend you', 2)"
1025,"('only chapters', 2)"
1026,"('far i', 2)"
1027,"('come down', 2)"
1028,"('life is', 2)"
1029,"('destroyed by', 2)"
1030,"('or so', 2)"
1031,"('so pages', 2)"
1032,"('excited for', 2)"
1033,"('little and', 2)"
1034,"('achilles after', 2)"
1035,"('here so', 2)"
1036,"('ever read', 2)"
1037,"('book thief', 2)"
1038,"('is to', 2)"
1039,"('achilles at', 2)"
1040,"('the beach', 2)"
1041,"('on from', 2)"
1042,"('written by', 2)"
1043,"('my friends', 2)"
1044,"('fact that', 2)"
1045,"('stole my', 2)"
1046,"('pages and', 2)"
1047,"('longer human', 2)"
1048,"('good kind', 2)"
1049,"('can tell', 2)"
1050,"('beautiful and', 2)"
1051,"('would love', 2)"
1052,"('a touch', 2)"
1053,"('touch of', 2)"
1054,"('and we', 2)"
1055,"('best friends', 2)"
1056,"('read books', 2)"
1057,"('books by', 2)"
1058,"('achilles why', 2)"
1059,"('fucked up', 2)"
1060,"('literally want', 2)"
1061,"('no way', 2)"
1062,"('how i', 2)"
1063,"('her book', 2)"
1064,"('can be', 2)"
1065,"('it for', 2)"
1066,"('you will', 2)"
1067,"('not the', 2)"
1068,"('what achilles', 2)"
1069,"('said to', 2)"
1070,"('this tweet', 2)"
1071,"('was it', 2)"
1072,"('its not', 2)"
1073,"('would you', 2)"
1074,"('pov of', 2)"
1075,"('their lives', 2)"
1076,"('achilles wish', 2)"
1077,"('after the', 2)"
1078,"('make myself', 2)"
1079,"('grassreads the', 2)"
1080,"('already read', 2)"
1081,"('of tbr', 2)"
1082,"('just get', 2)"
1083,"('i remember', 2)"
1084,"('look at', 2)"
1085,"('stop thinking', 2)"
1086,"('god i', 2)"
1087,"('good so', 2)"
1088,"('more moots', 2)"
1089,"('moots so', 2)"
1090,"('just have', 2)"
1091,"('to just', 2)"
1092,"('not to', 2)"
1093,"('literally be', 2)"
1094,"('it broke', 2)"
