,words,repeated
91,is so beautiful,1
92,so beautiful ðŸ,0
93,beautiful ðŸ want,0
94,ðŸ want The,0
95,want The Picture,0
96,Dorian Gray but,0
97,Gray but its,0
98,but its not,0
99,its not available,0
100,not available in,1
101,available in the,1
102,in the store,1
103,the store httpstcocwRmdiqiP,0
104,ryanthestan picture of,1
105,picture of dorian,583
106,of dorian gray,344
107,dorian gray is,10
108,gray is really,1
109,is really good,1
110,really good but,1
111,good but if,1
112,but if you,1
113,if you donât,0
114,you donât want,0
115,donât want to,0
116,want to read,3
117,to read a,1
118,read a full,1
119,a full novel,0
120,full novel i,0
121,novel i suggest,0
122,i suggest starting,1
123,suggest starting out,1
124,starting out with,1
125,out with some,1
126,with some of,1
127,some of his,1
128,of his plays,1
129,his plays the,0
130,plays the importance,0
131,the importance of,1
132,importance of being,2
133,of being ernest,1
134,being ernest amp,0
135,ernest amp a,0
136,amp a woman,0
137,a woman of,1
138,woman of no,1
139,of no importance,1
140,no importance were,1
141,importance were a,1
142,were a couple,1
143,a couple of,1
144,couple of my,1
145,of my favs,0
146,yeah follow me,1
147,follow me if,1
148,me if u,1
149,if u like,0
150,RTLIKE PLEASE ðŸ,0
151,currently manifesting a,0
152,manifesting a picture,1
153,a picture of,7
154,dorian gray situation,1
155,gray situation where,1
156,situation where each,1
157,where each time,1
158,each time I,0
159,time I stub,0
160,I stub my,0
161,stub my toe,1
162,my toe or,1
163,toe or slam,1
164,or slam my,1
165,slam my elbow,1
166,my elbow into,1
167,elbow into something,1
168,into something the,1
169,something the stanley,1
170,the stanley cup,1
171,stanley cup takes,1
172,cup takes my,1
173,takes my damage,0
174,my damage i,0
175,damage i want,0
176,i want it,1
177,want it to,1
178,it to have,1
179,to have the,1
180,have the texture,1
181,the texture of,1
182,texture of a,1
183,of a thimble,0
184,I read The,0
185,read The Picture,0
186,Dorian Gray and,0
187,Gray and attached,0
188,and attached myself,1
189,attached myself to,1
190,myself to Lord,0
191,to Lord Henry,0
192,Lord Henry Wotton,0
193,Henry Wotton at,0
194,Wotton at too,0
195,at too impressionable,1
196,too impressionable an,1
197,impressionable an age,1
198,an age and,1
199,age and now,1
200,and now I,0
201,now I will,0
202,I will literally,0
203,will literally do,1
204,literally do anything,1
205,do anything just,1
206,anything just for,1
207,just for the,1
208,for the experience,0
209,gatitomars the picture,1
210,the picture of,475
211,dorian gray and,14
212,gray and the,2
213,and the secret,2
214,the secret history,3
215,secret history i,0
216,history i have,0
217,i have successfully,0
218,have successfully gotten,1
219,successfully gotten through,1
220,gotten through like,1
221,through like one,1
222,like one page,1
223,one page in,1
224,page in both,1
225,in both of,1
226,both of those,1
227,of those bc,1
228,those bc im,1
229,bc im lazy,0
230,im lazy i,0
231,lazy i can,0
232,i can rec,1
233,can rec some,1
234,rec some comics,0
235,some comics web,0
236,comics web comics,0
237,web comics too,1
238,comics too if,1
239,too if you,1
240,if you want,1
241,and the face,1
242,face of Dorian,0
243,Dorian Gray will,0
244,Gray will some,0
245,will some day,1
246,some day be,1
247,day be to,1
248,be to me,0
249,to me Oscar,0
250,me Oscar Wilde,0
251,Oscar Wilde The,0
252,do george orwell,0
253,dorian gray do,3
254,gray do oscar,0
255,do oscar wilde,0
256,I think getting,0
257,think getting volumes,1
258,getting volumes of,1
259,volumes of black,1
260,of black butler,1
261,black butler and,1
262,butler and the,1
263,and the picture,9
264,dorian gray in,3
265,gray in a,2
266,in a single,1
267,a single library,1
268,single library trip,1
269,library trip is,1
270,trip is probably,1
271,is probably a,1
272,probably a symptom,1
273,a symptom of,1
274,symptom of some,1
275,of some previously,1
276,some previously undescribed,1
277,previously undescribed mental,1
278,undescribed mental illness,0
279,Gray âœI took,0
280,âœI took a,0
281,took a deep,4
282,a deep breath,4
283,deep breath and,4
284,breath and listened,4
285,and listened to,4
286,listened to the,4
287,to the old,4
288,the old brag,4
289,old brag of,4
290,brag of my,4
291,of my heart,0
292,my heart I,0
293,heart I am,0
294,I am I,0
295,am I am,0
296,am I amââSylvia,0
297,I amââSylvia Plath,0
298,amââSylvia Plath The,0
299,Plath The Bell,0
300,The Bell Jar,0
301,Bell Jar httpstcoyqlZmbqcmA,0
302,Jar httpstcoyqlZmbqcmA books,0
303,httpstcoyqlZmbqcmA books writing,0
304,books writing writerslife,0
305,literarybase The Picture,0
306,Musketeers The Bribe,0
307,The Bribe Father,0
308,Bribe Father of,0
309,Father of Bride,0
310,of Bride Ivanhoe,0
311,Bride Ivanhoe Knights,0
312,Ivanhoe Knights of,0
313,Knights of the,0
314,of the Round,0
315,the Round Table,0
316,Round Table Blackboard,0
317,Table Blackboard Jungle,0
318,Blackboard Jungle Bhowani,0
319,Jungle Bhowani Junction,0
320,Bhowani Junction BUtterfield,0
321,Junction BUtterfield Sweet,0
322,BUtterfield Sweet Bird,0
323,Sweet Bird of,0
324,Bird of Youth,0
325,of Youth A,0
326,Youth A Patch,0
327,A Patch of,0
328,Patch of Blue,0
329,of Blue httpstcoXVuLB,0
330,ââ cr the,0
331,cr the picture,0
332,dorian gray httpstcoEfAdhbIny,0
333,LouiseSalome Some things,0
334,Some things are,0
335,things are more,19
336,are more precious,19
337,because they dont,0
338,they dont last,0
339,dont last long,0
340,You will always,0
341,will always be,21
342,always be fond,21
343,be fond of,21
344,fond of me,0
345,I represent to,0
346,represent to you,21
347,to you all,21
348,you all thâ,0
349,bookishcrows i think,1
350,i think itâs,0
351,think itâs going,0
352,itâs going to,0
353,going to be,1
354,to be the,3
355,be the picture,3
356,picture of Dorian,0
357,of Dorian gray,0
358,Dorian gray wbu,0
359,MrRaceBannon Like the,0
360,Like the picture,0
361,Dorian Gray for,0
362,Gray for the,0
363,for the Cancervatives,0
364,atlurbanist The first,0
365,The first image,0
366,first image is,7
367,image is a,7
368,is a map,7
369,a map showing,7
370,map showing the,7
371,showing the footprint,7
372,the footprint of,7
373,footprint of buildings,7
374,of buildings before,7
375,buildings before parking,7
376,before parking dominated,7
377,parking dominated source,0
378,dominated source Emory,0
379,source Emory Library,0
380,i enjoy the,0
381,enjoy the picture,1
382,dorian gray way,1
383,gray way too,1
384,way too much,0
385,wylanloml super basic,1
386,super basic but,1
387,basic but the,1
388,but the picture,3
389,so cliche but,0
390,cliche but read,1
391,but read the,1
392,read the bell,1
393,the bell jar,5
394,bell jar kafka,0
395,jar kafka by,0
396,kafka by the,1
397,by the shore,0
398,the shore a,0
399,shore a picture,0
400,dorian gray they,0
401,gray they should,0
402,they should watch,1
403,should watch trainspotting,0
404,watch trainspotting sofia,0
405,trainspotting sofia coppolaâs,0
406,sofia coppolaâs movies,0
407,coppolaâs movies McQueen,0
408,movies McQueen and,0
409,McQueen and bojack,0
410,and bojack horseman,1
411,bojack horseman and,1
412,horseman and listen,1
413,and listen to,1
414,listen to slowdive,0
415,to slowdive around,0
416,slowdive around the,0
417,around the fur,0
418,the fur geidi,0
419,fur geidi primes,0
420,geidi primes disintegration,0
421,primes disintegration crystal,0
422,disintegration crystal castles,0
423,crystal castles httpstcoaFSboE,0
424,i did not,0
425,did not enjoy,1
426,not enjoy the,1
427,enjoy the ending,1
428,the ending of,1
429,ending of the,1
430,of the picture,80
431,dorian gray by,24
432,gray by oscar,23
433,by oscar wilde,19
434,oscar wilde i,0
435,wilde i turned,0
436,i turned the,1
437,turned the page,1
438,the page expecting,1
439,page expecting there,1
440,expecting there to,1
441,there to be,1
442,to be more,1
443,be more but,1
444,more but then,1
445,but then it,1
446,then it was,1
447,it was just,1
448,was just the,1
449,just the acknowledgments,0
450,the acknowledgments so,0
451,acknowledgments so upsettingââ,0
452,so upsettingââ was,0
453,upsettingââ was also,0
454,was also read,1
455,also read in,1
456,read in the,1
457,in the middle,1
458,the middle of,1
459,middle of a,1
460,of a cafe,1
461,a cafe in,1
462,cafe in the,1
463,in the upper,1
464,the upper east,1
465,upper east side,1
466,east side nyc,1
467,side nyc while,1
468,nyc while it,1
469,while it was,1
470,it was pouring,1
471,was pouring outside,1
472,pouring outside and,1
473,outside and I,0
474,and I had,0
475,dorian gray will,4
476,gray will forever,2
477,will forever be,2
478,forever be a,1
479,be a top,1
480,a top tier,1
481,top tier book,1
482,tier book assigned,1
483,book assigned from,1
484,assigned from school,0
485,ðŸSome things are,0
486,more precious because,19
487,precious because they,19
488,last long Oscar,0
489,long Oscar Wilde,0
490,of Dorian GrayðŸ,0
491,Dorian GrayðŸ This,0
492,GrayðŸ This is,0
493,This is exactly,0
494,is exactly how,2
495,exactly how we,1
496,how we feel,1
497,we feel about,1
498,feel about our,1
499,about our handmade,1
500,our handmade prcious,1
501,handmade prcious cupcakes,1
502,prcious cupcakes and,1
503,cupcakes and this,1
504,and this cheesecakeinspired,0
505,this cheesecakeinspired Black,0
506,cheesecakeinspired Black Bottom,0
507,Black Bottom treat,0
508,Bottom treat Available,0
509,treat Available instore,0
510,Available instore and,0
511,instore and online,0
512,and online at,1
513,online at httpstcoynIwCwI,0
514,at httpstcoynIwCwI httpstcokzARXbT,0
515,donât break the,0
516,break the chain,0
517,recent th pic,0
518,th pic the,0
519,pic the picture,0
520,dorian gray quote,0
521,anyone but whoever,1
522,but whoever sees,1
523,whoever sees this,1
524,sees this n,1
525,this n wants,1
526,n wants do,0
527,wants do it,0
528,do it httpstcoqExwOKbz,0
529,it httpstcoqExwOKbz httpstcoEVDXlKD,0
530,DonaldJTrumpJr He is,0
531,He is progressing,0
532,is progressing along,2
533,progressing along like,2
534,along like the,2
535,like the painting,2
536,the painting in,3
537,painting in the,2
538,in the Picture,0
539,the Picture of,0
540,omj The Picture,0
541,i finished to,0
542,finished to read,1
543,to read the,3
544,read the picture,16
545,brendonconnelly Its a,0
546,Its a Wonderful,0
547,a Wonderful Life,0
548,Wonderful Life The,0
549,Life The picture,0
550,The picture of,0
551,Dorian Gray Citizen,0
552,Gray Citizen kane,0
553,Citizen kane A,0
554,kane A Matter,0
555,A Matter of,0
556,Matter of Life,0
557,of Life and,0
558,Life and Death,0
559,Dorian Gray glanced,0
560,Gray glanced at,0
561,glanced at the,2
562,at the picture,2
563,the picture and,1
564,picture and suddenly,0
565,and suddenly an,2
566,suddenly an uncontrollable,2
567,an uncontrollable feeling,2
568,uncontrollable feeling of,2
569,feeling of hatred,2
570,of hatred for,2
571,hatred for Basil,0
572,for Basil Hallward,0
573,Basil Hallward came,0
574,Hallward came over,0
575,came over him,0
576,over him as,0
577,him as though,0
578,as though it,2
579,though it had,2
580,it had been,2
581,had been suggested,2
582,been suggested to,2
583,suggested to him,2
584,to him by,2
585,him by the,2
586,by the image,2
587,the image on,2
588,image on the,2
589,on the canvas,0
590,the canvas whispered,0
591,canvas whispered into,0
592,whispered into his,2
593,into his ear,2
594,his ear by,2
595,ear by those,2
596,by those grinning,2
597,those grinning lips,0
598,Mthldamd ah yes,0
599,ah yes i,0
600,yes i already,0
601,i already picked,1
602,already picked picture,1
603,picked picture of,1
604,dorian gray but,5
605,gray but im,0
606,but im quite,0
607,im quite sceptical,0
608,quite sceptical about,1
609,sceptical about pride,1
610,about pride and,1
611,pride and prejudice,2
612,and prejudice sadly,0
613,prejudice sadly these,0
614,sadly these are,0
615,these are the,2
616,are the only,1
617,the only books,1
618,only books by,1
619,books by said,1
620,by said authors,1
621,said authors that,1
622,authors that we,1
623,that we can,1
624,we can pick,0
625,can pick might,0
626,pick might give,0
627,might give it,1
628,give it a,1
629,it a shot,1
630,a shot now,1
631,shot now that,1
632,now that youre,0
633,that youre recommending,0
634,youre recommending it,0
635,recommending it thank,0
636,it thank you,0
637,dorian gray if,3
638,gray if we,1
639,if we were,2
640,we were villains,1
641,were villains httpstcoxtrlYhzaY,0
642,Behind every exquisite,0
643,every exquisite thing,2
644,exquisite thing that,2
645,thing that existed,0
646,that existed there,0
647,existed there was,0
648,there was something,3
649,was something tragicâ,0
650,something tragicâ Quoted,0
651,tragicâ Quoted from,0
652,Quoted from our,0
653,from our favourite,1
654,our favourite duplicitous,1
655,favourite duplicitous tale,0
656,duplicitous tale Wildes,0
657,tale Wildes fantastic,0
658,Wildes fantastic The,0
659,fantastic The Picture,0
660,audle When I,0
661,When I like,0
662,I like people,0
663,like people immensely,6
664,people immensely I,0
665,immensely I never,0
666,I never tell,0
667,never tell their,6
668,tell their names,6
669,their names to,6
670,names to any,5
671,to any one,0
672,any one It,0
673,one It is,0
674,It is like,0
675,is like surrendering,5
676,like surrendering a,5
677,surrendering a part,5
678,a part of,5
679,part of them,0
680,of them I,0
681,them I have,0
682,I have grown,0
683,have grown to,4
684,grown to loveâ,0
685,whatâs the point,0
686,the point of,1
687,point of chapter,1
688,of chapter of,1
689,chapter of the,2
690,dorian gray i,5
691,gray i literally,1
692,i literally have,1
693,literally have no,1
694,have no idea,1
695,no idea what,1
696,idea what im,1
697,what im reading,0
698,Close to my,0
699,to my heart,1
700,my heart Pride,0
701,heart Pride and,0
702,Pride and Prejudice,0
703,and Prejudice A,0
704,Prejudice A streetcar,0
705,A streetcar named,0
706,streetcar named desire,0
707,named desire Wuthering,0
708,desire Wuthering Heights,0
709,Wuthering Heights Julius,0
710,Heights Julius Caesar,0
711,Julius Caesar The,0
712,Caesar The Picture,0
713,Dorian Gray Man,0
714,Gray Man and,0
715,Man and Superman,0
716,I hate nothing,0
717,hate nothing but,1
718,nothing but dislike,1
719,but dislike David,0
720,dislike David Copperfield,0
721,David Copperfield I,0
722,Copperfield I just,0
723,I just didnt,0
724,just didnt like,0
725,didnt like it,0
726,I will recommend,0
727,will recommend all,1
728,recommend all my,1
729,all my close,0
730,my close to,0
731,close to heart,0
732,to heart ones,0
733,heart ones lol,0
734,ones lol httpstcoBPGZhNpOR,0
735,LHLRCKERA well i,0
736,well i usually,1
737,i usually read,2
738,usually read extracts,1
739,read extracts like,1
740,extracts like this,1
741,like this people,1
742,this people post,0
743,people post but,0
744,post but ive,0
745,but ive been,1
746,ive been trying,1
747,been trying to,1
748,trying to read,1
749,to read more,0
750,read more i,0
751,more i started,0
752,i started the,1
753,started the picture,1
754,oscar wilde is,0
755,wilde is often,1
756,is often quoted,1
757,often quoted and,1
758,quoted and associated,1
759,and associated with,1
760,associated with the,1
761,with the modern,1
762,the modern da,1
763,modern da aesthetic,1
764,da aesthetic so,1
765,aesthetic so maybe,1
766,so maybe read,1
767,maybe read that,1
768,ppl fancasting ben,0
769,fancasting ben barnes,1
770,ben barnes as,1
771,barnes as sirius,1
772,as sirius always,1
773,sirius always makes,1
774,always makes me,1
775,makes me laugh,1
776,me laugh like,1
777,laugh like the,1
778,like the pictures,1
779,the pictures they,1
780,pictures they use,1
781,they use is,1
782,use is from,1
783,is from the,1
784,from the picture,2
785,gray and heâs,0
786,and heâs wearing,0
787,heâs wearing all,0
788,wearing all those,1
789,all those expensive,1
790,those expensive and,1
791,expensive and fancy,1
792,and fancy ass,1
793,fancy ass clothes,1
794,ass clothes and,1
795,clothes and i,1
796,and i just,1
797,i just go,1
798,just go u,1
799,go u guys,1
800,u guys know,1
801,guys know sirius,1
802,know sirius did,1
803,sirius did not,1
804,did not want,1
805,not want anything,1
806,want anything to,1
807,anything to do,1
808,to do with,1
809,do with his,1
810,with his rich,1
811,his rich ass,1
812,rich ass family,1
813,ass family right,0
814,rvngelife i usually,1
815,usually read YA,0
816,read YA romance,0
817,YA romance novels,0
818,romance novels and,1
819,novels and id,1
820,and id like,1
821,id like to,1
822,like to broaden,1
823,to broaden my,1
824,broaden my horizons,0
825,my horizons so,0
826,horizons so anything,0
827,so anything you,1
828,anything you like,0
829,you like i,0
830,like i did,0
831,i did like,1
832,did like the,1
833,like the picture,11
834,dorian gray though,0
835,Plays The Picture,0
836,Dorian Gray roles,0
837,Gray roles httpstcoyKwCbaBtOv,0
838,pantheonrry wait what,1
839,wait what about,1
840,what about the,1
841,about the picture,3
842,Dorian Gray by,0
843,Gray by Oscar,0
844,by Oscar Wilde,0
845,Oscar Wilde amp,0
846,Wilde amp at,0
847,amp at this,0
848,at this point,1
849,this point just,1
850,point just assume,1
851,just assume Iâm,0
852,assume Iâm reading,0
853,Iâm reading Priory,0
854,reading Priory until,0
855,Priory until I,0
856,until I say,0
857,I say Iâm,0
858,say Iâm done,0
859,To me this,0
860,me this is,0
861,this is Atlantas,0
862,is Atlantas Picture,0
863,Atlantas Picture of,0
864,Dorian Gray the,0
865,Gray the ugly,0
866,the ugly reality,1
867,ugly reality at,1
868,reality at the,1
869,at the citys,0
870,the citys historic,0
871,citys historic heart,0
872,historic heart which,1
873,heart which displays,1
874,which displays our,1
875,displays our soul,1
876,our soul in,1
877,soul in contrast,1
878,in contrast to,1
879,contrast to a,1
880,to a facade,1
881,a facade of,1
882,facade of progress,0
883,of progress httpstcoUHIkxpic,0
884,vejinhand Let me,0
885,Let me correct,0
886,me correct myself,0
887,correct myself Ive,0
888,myself Ive read,0
889,Ive read other,0
890,read other disturbingly,1
891,other disturbingly sck,0
892,disturbingly sck books,0
893,sck books over,0
894,books over the,1
895,over the years,0
896,the years a,0
897,years a Flowers,0
898,a Flowers in,0
899,Flowers in the,0
900,in the Attic,0
901,the Attic b,0
902,Attic b the,0
903,b the Hannibal,0
904,the Hannibal Lecter,0
905,Hannibal Lecter series,0
906,Lecter series c,0
907,series c The,0
908,c The Picture,0
909,Dorian Gray Creepy,0
910,Gray Creepy creepy,0
911,Creepy creepy ones,0
912,creepy ones But,0
913,ones But what,0
914,But what a,0
915,what a read,0
916,donysus youâve probably,0
917,youâve probably read,0
918,probably read it,1
919,read it but,1
920,it but the,1
921,dorian gray ðŸªðŸª,0
922,Oscar Wilde and,0
923,Wilde and Our,0
924,and Our Little,0
925,Our Little Cruelties,0
926,Little Cruelties by,0
927,Cruelties by Liz,0
928,by Liz Nugent,0
929,Liz Nugent came,0
930,Nugent came to,0
931,came to mind,1
932,to mind firstâï,0
933,mind firstâï httpstcoxePrPybigU,0
934,The more I,0
935,more I watch,0
936,I watch these,0
937,watch these Constitutional,0
938,these Constitutional Court,0
939,Constitutional Court proceedings,0
940,Court proceedings the,0
941,proceedings the more,0
942,the more I,0
943,more I am,0
944,I am reminded,0
945,am reminded of,1
946,reminded of this,1
947,of this passage,1
948,this passage from,1
949,passage from Oscar,0
950,from Oscar Wildes,0
951,Oscar Wildes novel,0
952,Wildes novel The,0
953,novel The Picture,0
954,MrSCrane âœSome things,0
955,âœSome things are,0
956,because they donât,0
957,they donât last,0
958,donât last longâ,0
959,last longâ Oscar,0
960,longâ Oscar Wilde,0
961,Dorian Gray httpstcoooTiâ,0
962,divabraxos âïUpdating this,0
963,âïUpdating this If,0
964,this If you,0
965,If you like,0
966,The Poppy War,0
967,The Lies of,0
968,Lies of Locke,0
969,of Locke Lamora,0
970,Old movie Dorian,0
971,movie Dorian Gray,0
972,Dorian Gray is,0
973,Gray is about,0
974,is about a,1
975,about a man,1
976,a man who,1
977,man who kept,1
978,who kept a,1
979,kept a picture,1
980,picture of himself,1
981,of himself which,1
982,himself which aged,1
983,which aged over,1
984,aged over time,1
985,over time instead,1
986,time instead of,1
987,instead of the,2
988,of the man,0
989,the man All,0
990,man All the,0
991,All the evil,0
992,the evil he,1
993,evil he committed,1
994,he committed showed,1
995,committed showed up,1
996,showed up on,1
997,up on the,1
998,on the face,1
999,face of the,1
1000,the picture while,1
1001,picture while the,1
1002,while the living,1
1003,the living man,1
1004,living man retained,1
1005,man retained his,1
1006,retained his physical,1
1007,his physical beauty,0
1008,physical beauty Picture,0
1009,beauty Picture horrible,0
1010,Picture horrible man,0
1011,horrible man handsome,0
1012,man handsome Bill,0
1013,handsome Bill no,0
1014,Bill no longer,0
1015,no longer handsome,1
1016,longer handsome httpstcolbSFgiWtz,0
1017,Oscar Wilde httpstcotvNDkYqL,0
1018,I saw Francis,0
1019,saw Francis Greenslade,0
1020,Francis Greenslade if,0
1021,Greenslade if memory,0
1022,if memory serves,0
1023,memory serves me,1
1024,serves me correctly,0
1025,me correctly as,0
1026,correctly as a,0
1027,as a teenager,1
1028,a teenager at,1
1029,teenager at Club,0
1030,at Club Foote,0
1031,Club Foote in,0
1032,Foote in Adelaide,0
1033,in Adelaide doing,0
1034,Adelaide doing The,0
1035,doing The Picture,0
1036,Dorian Gray An,0
1037,Gray An underrated,0
1038,An underrated super,0
1039,underrated super talent,0
1040,super talent httpstcoydAiBkOI,0
1041,SanaMun When I,0
1042,I have grownâ,0
1043,grown to love,2
1044,to love secrecy,0
1045,love secrecy It,0
1046,secrecy It seems,0
1047,It seems to,0
1048,seems to be,2
1049,be the one,2
1050,the one thing,2
1051,one thing that,2
1052,thing that can,2
1053,that can make,2
1054,can make modern,2
1055,make modern life,2
1056,modern life mysterious,2
1057,life mysterious or,2
1058,mysterious or marvellous,2
1059,or marvellous to,2
1060,marvellous to us,0
1061,oswinpxnd â he,0
1062,â he loved,0
1063,he loved classic,1
1064,loved classic and,1
1065,classic and gothic,1
1066,and gothic literature,0
1067,gothic literature preferably,0
1068,literature preferably oscar,0
1069,preferably oscar wilde,1
1070,oscar wilde the,5
1071,wilde the picture,4
1072,dorian gray specifically,0
1073,gray specifically and,0
1074,specifically and edgar,0
1075,and edgar allen,1
1076,edgar allen pâ,0
1077,The Futureheads A,0
1078,Futureheads A Picture,0
1079,A Picture Of,0
1080,Picture Of Dorian,0
1081,Of Dorian Gray,0
1082,paullicino Thereâs a,0
1083,Thereâs a creepy,0
1084,a creepy Picture,0
1085,creepy Picture of,0
1086,Dorian Gray thing,0
1087,Gray thing happening,0
1088,thing happening here,1
1089,happening here where,1
1090,here where the,1
1091,where the bearâs,0
1092,the bearâs expression,0
1093,bearâs expression is,0
1094,expression is your,1
1095,is your expression,1
1096,your expression from,1
1097,expression from image,1
1098,from image as,1
1099,image as if,1
1100,as if he,1
1101,if he absorbs,1
1102,he absorbs the,1
1103,absorbs the melancholy,1
1104,the melancholy that,1
1105,melancholy that poisons,1
1106,that poisons your,1
1107,poisons your life,1
1108,your life while,1
1109,life while you,1
1110,while you are,1
1111,you are free,1
1112,are free to,1
1113,free to live,1
1114,to live in,1
1115,live in decadence,1
1116,in decadence and,1
1117,decadence and turpitude,0
1118,BlackDouglas Considering how,0
1119,Considering how bad,0
1120,how bad he,1
1121,bad he looks,0
1122,he looks the,0
1123,looks the picture,0
1124,the picture in,2
1125,picture in the,2
1126,in the attic,3
1127,the attic must,1
1128,attic must be,1
1129,must be truly,1
1130,be truly ghastly,0
1131,truly ghastly Small,0
1132,ghastly Small thing,0
1133,Small thing that,0
1134,thing that always,1
1135,that always niggles,1
1136,always niggles my,1
1137,niggles my mild,1
1138,my mild OCDIts,0
1139,mild OCDIts The,0
1140,OCDIts The Picture,0
1141,Dorian Gray Not,0
1142,Gray Not portrait,0
1143,Not portrait Not,0
1144,portrait Not your,0
1145,Not your fault,0
1146,your fault a,0
1147,fault a common,0
1148,a common misconception,0
1149,common misconception Please,0
1150,misconception Please forgive,0
1151,Please forgive me,0
1152,forgive me for,1
1153,me for being,1
1154,for being slightly,1
1155,being slightly pedantic,0
1156,slightly pedantic ðŸðŸðŸ,0
1157,pedantic ðŸðŸðŸ httpstcokvSAOXp,0
1158,Apostrophe The Picture,0
1159,Dorian Gray blackandwhitephotography,0
1160,Gray blackandwhitephotography httpstcotdoDiHcyEJ,0
1161,im reading the,0
1162,reading the picture,13
1163,gray and i,2
1164,and i fORGOT,0
1165,i fORGOT how,0
1166,fORGOT how i,0
1167,how i imagined,1
1168,i imagined the,1
1169,imagined the characters,1
1170,the characters and,1
1171,characters and how,1
1172,and how fruity,1
1173,how fruity this,1
1174,fruity this book,1
1175,this book is,1
1176,book is ðŸâðŸðŸª,0
1177,KennethFisherJR The alchemist,0
1178,Reading a book,0
1179,a book thats,0
1180,book thats like,0
1181,thats like if,0
1182,like if the,1
1183,if the Picture,0
1184,Dorian Gray took,0
1185,Gray took place,0
1186,took place in,1
1187,place in Pittsburgh,0
1188,in Pittsburgh in,0
1189,Pittsburgh in the,0
1190,in the s,0
1191,the s and,0
1192,s and Basil,0
1193,and Basil was,0
1194,Basil was homophobic,0
1195,Oh dear Biden,0
1196,dear Biden just,0
1197,Biden just came,0
1198,just came to,1
1199,came to my,1
1200,to my door,1
1201,my door and,1
1202,door and took,1
1203,and took my,1
1204,took my Bibles,0
1205,my Bibles guns,0
1206,Bibles guns meat,0
1207,guns meat some,0
1208,meat some silverware,0
1209,some silverware my,0
1210,silverware my picture,0
1211,my picture of,1
1212,Dorian Gray my,0
1213,Gray my coziest,0
1214,my coziest comforter,0
1215,coziest comforter and,0
1216,comforter and a,0
1217,and a lightsaber,0
1218,a lightsaber he,0
1219,lightsaber he put,0
1220,he put up,1
1221,put up my,1
1222,up my Christmas,0
1223,my Christmas tree,0
1224,Christmas tree and,0
1225,tree and tore,1
1226,and tore it,1
1227,tore it to,1
1228,it to shreds,0
1229,to shreds then,0
1230,shreds then kicked,0
1231,then kicked a,1
1232,kicked a puppy,1
1233,a puppy on,1
1234,puppy on the,1
1235,on the way,1
1236,the way out,0
1237,Tonight for the,0
1238,for the third,1
1239,the third or,1
1240,third or fourth,1
1241,or fourth time,1
1242,fourth time I,0
1243,time I can,0
1244,I can remember,0
1245,can remember dad,1
1246,remember dad asked,1
1247,dad asked me,1
1248,asked me if,1
1249,me if it,1
1250,if it was,1
1251,it was Edgar,0
1252,was Edgar Allan,0
1253,Edgar Allan Poe,0
1254,Allan Poe who,0
1255,Poe who wrote,0
1256,who wrote The,0
1257,wrote The Picture,0
1258,Gray and if,0
1259,and if You,0
1260,if You cant,0
1261,You cant go,0
1262,cant go home,0
1263,go home again,0
1264,home again was,0
1265,again was a,0
1266,was a Thomas,0
1267,a Thomas Paine,0
1268,Thomas Paine quote,0
