,words,repeated
842,my all time,4
843,all time favorite,3
844,time favorite book,2
845,favorite book historical,0
846,book historical fiction,0
847,If ya want,0
848,ya want more,1
849,want more I,0
850,more I got,0
851,I got more,0
852,The Lighting Thief,0
853,Lighting Thief musical,0
854,Thief musical is,0
855,musical is the,1
856,is the greatest,1
857,the greatest adaptation,1
858,greatest adaptation of,1
859,adaptation of a,1
860,of a book,2
861,a book you,0
862,book you literally,0
863,you literally can,0
864,literally can not,0
865,can not change,0
866,not change my,0
867,change my mind,0
868,book since Charlottes,0
869,since Charlottes Web,0
870,Azabache Youâre tantamount,0
871,Youâre tantamount to,0
872,tantamount to a,1
873,to a digital,1
874,a digital pocket,1
875,digital pocket book,1
876,pocket book thief,0
877,book thief Digital,0
878,thief Digital purse,0
879,Digital purse snatcher,0
880,purse snatcher We,0
881,snatcher We know,0
882,We know you,0
883,know you donât,0
884,you donât buy,0
885,donât buy shit,0
886,buy shit The,0
887,shit The jig,0
888,The jig is,0
889,jig is up,0
890,The orange flames,0
891,orange flames waved,1
892,flames waved at,1
893,waved at the,1
894,at the crowd,1
895,the crowd as,1
896,crowd as paper,1
897,as paper and,1
898,paper and print,1
899,and print dissolved,1
900,print dissolved inside,1
901,dissolved inside them,0
902,inside them Burning,0
903,them Burning words,0
904,Burning words were,0
905,words were torn,1
906,were torn from,1
907,torn from their,1
908,from their sentences,0
909,â Markus Zusak,0
910,SAPNAPLlNG jojo rabbit,0
911,jojo rabbit the,0
912,rabbit the book,0
913,book thief five,0
914,thief five feet,0
915,five feet apart,0
916,feet apart me,0
917,apart me before,0
918,me before you,0
919,before you last,0
920,you last christmas,0
921,last christmas emilia,0
922,christmas emilia clarke,0
923,emilia clarke about,0
924,clarke about time,0
925,since The Lord,0
926,The Lord of,0
927,Lord of the,0
928,of the Rings,0
929,since The Hunger,0
930,The Hunger Games,0
931,every time i,0
932,time i see,1
933,i see a,1
934,see a sunset,1
935,a sunset i,1
936,sunset i either,1
937,i either think,1
938,either think of,1
939,think of a,0
940,of a the,3
941,a the book,8
942,book thief or,2
943,thief or b,0
944,or b that,0
945,b that one,0
946,that one ocean,1
947,one ocean vuong,1
948,ocean vuong quote,0
949,AlwayzTrumper This is,0
950,This is all,0
951,is all fortold,1
952,all fortold in,1
953,fortold in the,1
954,in the book,4
955,book of revelations,1
956,of revelations Jesus,0
957,revelations Jesus Christ,0
958,Jesus Christ was,0
959,Christ was hatedpersecuted,0
960,was hatedpersecuted too,0
961,hatedpersecuted too but,0
962,too but ha,0
963,but ha e,1
964,ha e faith,0
965,e faith its,0
966,faith its foretold,0
967,its foretold no,1
968,foretold no one,1
969,no one knows,1
970,one knows when,1
971,knows when that,1
972,when that will,1
973,that will actually,1
974,will actually happencome,0
975,actually happencome it,0
976,happencome it says,0
977,in the Bible,0
978,the Bible âœthere,0
979,Bible âœthere will,0
980,âœthere will be,0
981,will be no,1
982,be no warning,1
983,no warning it,1
984,warning it will,1
985,it will happen,1
986,will happen like,1
987,happen like a,1
988,like a thief,1
989,in the nightâ,0
990,A Thousand splendid,0
991,Thousand splendid suns,0
992,Six of crows,0
993,A Good Girls,0
994,Good Girls guide,0
995,Girls guide to,0
996,guide to murder,0
997,All the Bright,0
998,the Bright places,0
999,Bright places httpstcoEAgYeqdX,0
1000,RebeccaFKenney Has everyone,0
1001,Has everyone read,0
1002,everyone read The,0
1003,read The Book,0
1004,book since Steps,0
1005,since Steps to,0
1006,Steps to Christ,0
1007,Just finished reading,0
1008,finished reading httpstcoExrhbLYw,0
1009,to watch Dark,0
1010,watch Dark Comedies,0
1011,Dark Comedies and,0
1012,weekend plan Heathers,0
1013,plan Heathers ampReading,0
1014,Heathers ampReading because,0
1015,listen to Slipknot,0
1016,to Slipknot s,0
1017,Slipknot s songs,0
1018,go to The,0
1019,to The Cinque,0
1020,Cinque Terre in,0
1021,Terre in the,0
1022,RachelRoeMallon Hi RachelâLooking,0
1023,Hi RachelâLooking good,0
1024,RachelâLooking good Hope,0
1025,good Hope to,0
1026,Hope to see,0
1027,to see you,1
1028,see you on,1
1029,you on zoom,1
1030,on zoom Tuesday,0
1031,zoom Tuesday for,0
1032,Tuesday for Letting,0
1033,for Letting Go,0
1034,Letting Go Of,0
1035,Go Of The,0
1036,Of The Thief,0
1037,The Thief book,0
1038,Thief book discussionâï,0
1039,just finished the,1
1040,finished the book,4
1041,the book thiefâ,0
1042,book thiefâ donât,0
1043,thiefâ donât text,0
1044,donât text ðŸ,0
1045,To read more,0
1046,read more about,1
1047,AlexRoginskis book see,0
1048,book see httpstcoueQIWGhy,0
1049,to watch Spy,0
1050,watch Spy Action,0
1051,Spy Action amp,0
1052,Action amp Adventure,0
1053,amp Adventure and,0
1054,Adventure and I,0
1055,weekend plan Adventure,0
1056,plan Adventure Mediterranean,0
1057,Adventure Mediterranean because,0
1058,listen to Placebo,0
1059,to Placebo s,0
1060,Placebo s songs,0
1061,Check out my,0
1062,out my book,8
1063,my book The,0
1064,book The Trilogy,0
1065,The Trilogy A,0
1066,Trilogy A Diary,0
1067,A Diary A,0
1068,Diary A Thief,0
1069,A Thief amp,0
1070,Thief amp A,0
1071,amp A Secret,0
1072,A Secret on,0
1073,Secret on BookBuzzr,0
1074,on BookBuzzr httpstcojIPqaqbJ,0
1075,sthlikeazheen I dont,0
1076,I dont recommend,0
1077,dont recommend book,0
1078,recommend book thief,0
1079,book thief Terrible,0
1080,thief Terrible read,0
1081,Terrible read imo,0
1082,read imo bored,0
1083,imo bored me,0
1084,bored me out,1
1085,me out of,1
1086,out of my,1
1087,of my mind,1
1088,my mind but,1
1089,mind but I,0
1090,but I still,0
1091,I still like,0
1092,still like it,1
1093,like it for,1
1094,it for the,2
1095,for the nostalgia,1
1096,the nostalgia as,1
1097,nostalgia as it,1
1098,as it was,1
1099,it was my,1
1100,was my very,1
1101,my very first,0
1102,very first Id,0
1103,first Id recommend,0
1104,Id recommend The,0
1105,recommend The Kite,0
1106,The Kite Runner,0
1107,Kite Runner instead,0
1108,rradioheadest I havent,0
1109,I havent read,0
1110,havent read the,0
1111,read the book,11
1112,book thief yet,1
1113,thief yet but,1
1114,yet but I,0
1115,but I like,0
1116,I like the,0
1117,like the movie,1
1118,the movie if,1
1119,movie if thats,0
1120,if thats good,0
1121,thats good enough,0
1122,shuvashisdasbd Let me,0
1123,Let me introduce,0
1124,me introduce you,1
1125,introduce you to,1
1126,you to Gael,0
1127,to Gael and,0
1128,Gael and Jack,0
1129,and Jack They,0
1130,Jack They live,0
1131,They live in,0
1132,live in New,0
1133,in New York,0
1134,New York in,0
1135,York in and,0
1136,in and their,1
1137,and their love,1
1138,their love is,1
1139,love is very,1
1140,is very forbidden,0
1141,very forbidden httpstcoZTFSer,0
1142,forbidden httpstcoZTFSer lgbtq,0
1143,sthlikeazheen Thinking of,0
1144,Thinking of a,0
1145,a book fitting,1
1146,book fitting this,1
1147,fitting this request,1
1148,this request makes,1
1149,request makes me,1
1150,makes me realize,1
1151,me realize I,0
1152,realize I read,0
1153,I read almost,0
1154,read almost no,1
1155,almost no sad,1
1156,no sad books,1
1157,sad books ðŸ,0
1158,A Silent Voice,0
1159,Silent Voice manga,0
1160,Voice manga dunno,0
1161,manga dunno if,0
1162,dunno if I,0
1163,if I can,0
1164,I can say,0
1165,can say it,1
1166,say it is,1
1167,it is a,1
1168,is a book,3
1169,a book maybe,0
1170,Book Thief if,0
1171,Thief if u,0
1172,if u havenât,0
1173,u havenât read,0
1174,havenât read it,0
1175,GavinGeddes Gael does,0
1176,Gael does love,0
1177,does love football,0
1178,love football Jacks,0
1179,football Jacks never,0
1180,Jacks never heard,0
1181,never heard of,1
1182,heard of it,0
1183,of it Its,0
1184,it Its New,0
1185,Its New York,0
1186,New York They,0
1187,York They have,0
1188,They have a,0
1189,have a dangerous,1
1190,a dangerous love,0
1191,dangerous love httpstcoZTFSer,0
1192,SamuelSouthwell amp I,0
1193,amp I made,0
1194,I made Come,0
1195,made Come read,0
1196,Come read some,0
1197,read some old,1
1198,some old fashioned,1
1199,old fashioned romance,0
1200,fashioned romance forbidden,0
1201,romance forbidden and,0
1202,forbidden and Irish,0
1203,and Irish gangster,0
1204,Irish gangster and,0
1205,gangster and a,1
1206,and a Kansas,0
1207,a Kansas medical,0
1208,Kansas medical student,0
1209,medical student in,1
1210,student in New,0
1211,New York so,0
1212,York so many,0
1213,so many ways,1
1214,many ways they,1
1215,ways they can,1
1216,they can get,1
1217,can get ruined,0
1218,get ruined but,0
1219,ruined but love,0
1220,but love still,1
1221,love still grips,1
1222,still grips them,0
1223,grips them httpstcoZTFSer,0
1224,sthlikeazheen The Book,0
1225,Please retweet to,0
1226,retweet to help,1
1227,to help me,1
1228,help me find,1
1229,me find moots,0
1230,find moots Xxx,0
1231,Here are some,0
1232,are some of,2
1233,some of my,5
1234,of my favs,3
1235,The renegades trilogy,0
1236,the night circus,2
1237,The lunar chronicles,0
1238,someone just added,0
1239,just added a,1
1240,added a quote,1
1241,a quote from,1
1242,quote from the,1
1243,from the book,3
1244,book thief in,4
